Synonum,Authority,Reference,Family Level,Species (in Phylo),SpeciesDescription,GenericDescription,Size described (what type),Length in centimeters,monotypicGenus,SeeInFigure,InfloresenceCoded,"HowCertain(1- very sure, 2- kind of sure, 3- unsure)",Curated,Authority,Reference,HotLeeds,Notes: Everything is scored as a 
,,,Liliaceae,Calochortus_monophyllus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Lindley,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_Tolmiei,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Hook. & Arn,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_elegans,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Pursh ,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_apiculatus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Baker,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_uniflorus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Hook. & Arn,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_douglasianus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Schultes,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_nitidus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Douglas,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_splendens,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Douglas,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_venustus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Douglas ex Benth.,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_supurbus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Purdy ex J. T. Howell.,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_luteus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Douglas,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_vestae,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Purdy,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_leichtlinii,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Hook.,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_macrocarpus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Douglas,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_kennedyi,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Porter,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_nuttallii,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Torrey,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_gunnisoni,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_amabilis,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Purdy,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_coeruleus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_umbellatus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Alph. Wood.,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_eurycarpus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_greenei,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_longebarbatus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_catalinae,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_flexuosus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_luteus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Douglas,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_clavatus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Watson,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_concolor,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Baker,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_invenustus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,E. Greene.,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_ambiguus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,(Jons) F. Ownbey,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_plummerae,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,E. Greene.,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_weedii,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,Alph. Wood.,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Calochortus_barbatus,,The inflorescence of Calochortus is a more or less reduced monochasium,,,no,no,cyme,1,JR,(Kunth) Painter,"Ownbey, Marion. ""A monograph of the genus Calochortus."" Annals of the Missouri Botanical Garden 27.4 (1940): 371-560.",,Should I call these cymes?
,,,Liliaceae,Cardiocrinum_cordatum,"The flower-ing plants attain 0.7–2.0 m in height. They bear severallarge cordate cauline leaves, and 2–15 laterally blooming,greenish white flowers, 12–18 cm in size, which are borneat the top of the straight inflorescence.",,,,no,yes,,1,JR,Thunb.,"Ohara, Masashi, et al. ""7: Cardiocrinum cordatum (Thunb.) Makino (Liliaceae)."" Plant species biology 21.3 (2006): 201-207.",,
,,,Liliaceae,Cardiocrinum_cathayanum,,,,,no,no,,1,JR,E. H. Wilson,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Cardiocrinum_giganteum,,,,,no,no,,1,JR,Wallich,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_dauricum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Ker-Gawl.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_maculatum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Thunb.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_elegans,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Thunb.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_batemanniae,,Flowers solitary or in a raceme.,,,no,no,,1,JR,A. Wallace,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_lancifolium,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Thunb.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_leichtlinii,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Hook.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_amabile,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Palib.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_davidii,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Elwes,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_cernuum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Komar,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_speciosum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Thunb.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_auratum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Lindl.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_japonicum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Thunb. ex Houtt.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_nobilissimum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Makino,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_alexandrae,,Flowers solitary or in a raceme.,,,no,no,,1,JR,(Wallace) Coutts,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_rubellum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Bak.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_longiflorum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Thunb.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_formosanum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,A. Wallace.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_henryi,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Bak.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_leucanthum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Bak.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_sulphureum,,Flowers solitary or in a raceme.,,,no,no,,1,JR,Bak. ex Hook.,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_regale,,Flowers solitary or in a raceme.,,,no,no,,1,JR,E. H. Wilson,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_sargentiae,,Flowers solitary or in a raceme.,,,no,no,,1,JR,E. H. Wilson,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Lilium_brownii,,Flowers solitary or in a raceme.,,,no,no,,1,JR,F. E. Brown ex Miellez,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.",,
,,,Liliaceae,Notholirion_hyacinthinum,,Flowers 2-24 in a raceme.,,,no,no,raceme,1,JR,(Wils.) Stapf,"Huber, Herbert. Flowering plants, monocotyledons: Lilianae (except Orchidaceae). Ed. Klaus Kubitzki. Springer-Verlag, 1998.","Haw, Stephen G., and Sung-yun Liang. The lilies of China: the genera Lilium, Cardiocrinum, Nomocharis and Notholirion. Timber Press, 1986.",
,,,Liliaceae,Scoliopus_bigelovii,,"Inflorescence contracted with several axillary fascicles of long, twisting pedicels.",,,no,no,,1,JR,Torrey,"Utech, Frederick H. ""Biology of Scoliopus (Liliaceae) I. Phytogeography and systematics."" Annals of the Missouri Botanical Garden (1992): 126-142.",,"The inflorescence should be viewed as one with axillary fascicles, not as an umbel."
,,,Liliaceae,Scoliopus_hallii,,"Inflorescence contracted with several axillary fascicles of long, twisting pedicels.",,,no,no,,1,JR,S. Watson,"Utech, Frederick H. ""Biology of Scoliopus (Liliaceae) I. Phytogeography and systematics."" Annals of the Missouri Botanical Garden (1992): 126-142.",,"The inflorescence should be viewed as one with axillary fascicles, not as an umbel."
,,,Liliaceae,Tricyrtis_formosana,Terminal cymes,,,,no,no,cyme,1,JR,Baker,"Heims, Daniel. ""Tricyrtis plant named'gilty pleasure'."" U.S. Patent Application No. 09/967,088.",,
,,,Liliaceae,Tricyrtis_hirta,Borne singularly or in pairs at leaf nodes with the terminal flowers borne in clusters of 3 to 5 flowers.,,,,no,no,single,1,JR,(Thunb.) Hook.,"Laviana, Marc R. ""Tricyrtis plant named ‘Raspberry Mousse’."" U.S. Patent Application No. 10/989,919.",,
,,,Campynemataceae,Campynema_lineare,inflorescence 1- 3( -4)-flowered;,"1- several, the peduncle bracteate, either poorly paniculate or seemingly umbellate, the lateral flowers subtended by bracts and their pedicels provided each with an abaxial bracteole beneath the flower",,,yes,no,,1,JR,Labill.,"Kubitzki, K. ""Campynemataceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 173-175.",,
,,,Campynemataceae,Campynemanthe_neocaledonica,,"1- several, the peduncle bracteate, either poorly paniculate or seemingly umbellate, the lateral flowers subtended by bracts and their pedicels provided each with an abaxial bracteole beneath the flower",,,no,no,,1,JR,(Rendle) Goldblatt,"Kubitzki, K. ""Campynemataceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 173-175.",,
,,,Campynemataceae,Campynemanthe_parva,,"1- several, the peduncle bracteate, either poorly paniculate or seemingly umbellate, the lateral flowers subtended by bracts and their pedicels provided each with an abaxial bracteole beneath the flower",,,no,no,,1,JR,Goldblatt,"Kubitzki, K. ""Campynemataceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 173-175.",,
,,,Campynemataceae,Campynemanthe_viridiflora,,"1- several, the peduncle bracteate, either poorly paniculate or seemingly umbellate, the lateral flowers subtended by bracts and their pedicels provided each with an abaxial bracteole beneath the flower",,,no,no,,1,JR,Baill.,"Kubitzki, K. ""Campynemataceae."" Flowering Plants· Monocotyledons. Springer, Berlin, Heidelberg, 1998. 173-175.",,
,,,Corsiaceae,Corsiopsis_chinensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,"D.X.Zhang, R.M.K.Saunders & C.M.Hu",,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Arachnitis_uniflora,, Inflorescence 1-flowered,,,no,no,single,1,JR,Phil.,,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_acuminata,, Inflorescence 1-flowered,,,no,no,single,1,JR,L.O. Williams,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_arfakensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,Gibbs,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_boridiensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,P. Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_brassii,, Inflorescence 1-flowered,,,no,no,single,1,JR,P. Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_clypeata,, Inflorescence 1-flowered,,,no,no,single,1,JR,P. Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_cordata,, Inflorescence 1-flowered,,,no,no,single,1,JR,Schltr.,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_cornuta,, Inflorescence 1-flowered,,,no,no,single,1,JR,P. Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_crenata,, Inflorescence 1-flowered,,,no,no,single,1,JR,J.J. Sm.,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_cyclopensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,P. Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_dispar,, Inflorescence 1-flowered,,,no,no,single,1,JR,D.L.Jones & B.Gray,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_haianjensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_huonensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_lamellata,, Inflorescence 1-flowered,,,no,no,single,1,JR,Schltr.,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_merimantaensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_ornata,, Inflorescence 1-flowered,,,no,no,single,1,JR,Becc.,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_papuana,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_purpurata,, Inflorescence 1-flowered,,,no,no,single,1,JR,L.O.Williams,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_pyramidata,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_resiensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_torricellensis,, Inflorescence 1-flowered,,,no,no,single,1,JR,Schltr.,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_triceratops,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_unguiculata,, Inflorescence 1-flowered,,,no,no,single,1,JR,Schltr.,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
,,,Corsiaceae,Corsia_viridopurpurea,, Inflorescence 1-flowered,,,no,no,single,1,JR,P.Royen,"Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.","Williams, Louis O. ""Notes on the family Corsiaceae."" Botanical Museum Leaflets, Harvard University 12.5 (1946): 179-182.",
